year,hydric-deficit-winter,hydric-deficit-spring,hydric-deficit-summer,hydric-deficit-fall
1987,59,-16,31,53
1988,178,-92,-45,138
1989,-26,-60,-66,57
1990,147,-16,9,165
1991,74,122,-7,208
1992,121,-130,-19,222
1993,127,-136,144,119
1994,14,77,-20,97
1995,91,109,-51,110
1996,-4,-100,128,152
1997,26,-66,-111,100
1998,131,-51,96,320
1999,244,304,59,267
2000,237,32,234,122
2001,306,159,99,204
2002,204,118,544,302
2003,136,-90,-4,228
2004,193,-35,-23,75
2005,73,-22,66,66
2006,100,32,-23,30
2007,32,-52,110,81
2008,15,-15,-5,46
2009,68,81,-76,103
2010,21,54,187,122
2011,20,-3,93,77
2012,59,-43,24,145
2013,152,129,-61,96
2014,27,-101,77,116
2015,122,126,-105,125
2016,207,271,68,95
