year,C1,C2,C3,C12,M1,M2,M8,Co2,Co3
,label C1,label C2-LCF,label C3,label C12,label M1-LCF,label M2,label M8,label Co2,label Co3
1987,8,29,2,1,14,92,62,47,311
1988,16,31,-28,1,5,-7,54,42,220
1989,15,38,1,1,10,120,63,40,416
1990,14,20,45,1,3,154,56,62,227
1991,15,49,-2,1,9,-56,67,44,248
1992,8,29,-44,3,3,48,59,43,381
1993,6,25,24,2,12,24,70,59,202
1994,15,44,10,2,3,177,63,54,317
1995,6,31,75,0,2,230,68,39,204
1996,16,48,-57,0,7,24,52,36,337
1997,10,36,108,3,26,115,67,39,305
1998,5,48,-38,1,0,-42,51,40,336
1999,10,42,-65,0,3,1,58,53,293
2000,28,36,8,1,16,65,50,44,266
2001,2,35,-67,4,9,-106,68,41,292
2002,5,35,-56,2,0,36,65,48,289
2003,13,44,69,1,4,90,58,41,267
2004,17,10,-25,1,8,102,55,53,301
2005,9,27,51,1,1,18,62,42,145
2006,4,33,43,2,10,-24,71,37,118
2007,9,45,13,3,3,47,69,37,270
2008,14,40,104,2,13,65,66,35,216
2009,15,46,-72,2,5,-34,54,40,310
2010,16,53,52,2,3,107,44,50,141
2011,5,35,11,2,1,232,71,42,340
2012,11,33,19,1,7,176,68,37,265
2013,21,33,46,2,13,-50,49,45,277
2014,5,40,-38,3,4,25,70,41,240
2015,8,32,-31,2,9,43,58,32,335
2016,5,39,44,2,7,99,64,39,296
2016
2017,9,32,105,3,13,-61,57,41,148
2018,12,33,-5,2,7,-5,72,31,183
2019,11,25,74,1,2,73,51,32,161
2020,10,19,104,0,15,54,52,33,134
2021,16,27,33,1,9,35,62,42,275
2022,24,17,-58,3,15,-48,36,33,299
2023,23,25,-98,4,11,-87,61,45,208
2024,12,19,117,0,1,17,64,14,119
2025,7,47,113,0,3,125,60,20,135
2026,8,27,74,2,6,142,62,37,238
2027,16,24,55,1,15,54,60,26,179
2028,22,31,120,1,19,84,60,39,171
2029,21,23,77,2,5,70,55,43,258
2030,14,25,64,5,10,-74,61,27,103
2031,16,33,12,4,5,29,55,40,182
2032,17,29,-20,0,11,16,56,48,275
2033,14,24,-7,2,2,-97,58,20,202
2034,16,34,163,1,11,205,65,10,180
2035,24,37,-17,2,10,-99,48,17,208
2036,22,34,55,3,15,67,58,47,206
2037,16,22,-30,2,21,-34,48,30,253
2038,9,30,209,2,13,227,72,25,232
2039,3,16,73,2,10,-54,79,21,71
2040,14,26,74,2,6,35,66,35,166
2041,10,25,46,2,4,37,72,25,153
2042,10,18,85,3,6,145,58,18,239
2043,16,27,30,2,11,-25,60,32,120
2044,4,22,166,1,10,196,61,29,256
2045,19,34,167,2,4,136,50,32,124
2046,7,16,57,1,8,21,58,30,222

min,,,,,,,10
max,,,,,,,90
steps,,,,,,,9
decimal
