year,annual-estival-days
1987,29
1988,26
1989,25
1990,27
1991,37
1992,35
1993,22
1994,42
1995,29
1996,21
1997,29
1998,35
1999,30
2000,40
2001,40
2002,32
2003,78
2004,40
2005,43
2006,52
2007,40
2008,41
2009,41
2010,35
2011,35
2012,38
2013,36
2014,25
2015,48
2016,41

min,16
max,130
steps,9
decimal
