year,annual-average-temperature
1987,12.6
1988,13.1
1989,13.9
1990,13.7
1991,12.7
1992,13.1
1993,12.6
1994,13.7
1995,13.4
1996,13.0
1997,14.1
1998,13.2
1999,13.5
2000,13.8
2001,13.4
2002,13.7
2003,14.5
2004,13.3
2005,13.0
2006,14.1
2007,13.2
2008,13.2
2009,13.8
2010,12.6
2011,14.5
2012,13.6
2013,13.0
2014,14.3
2015,14.1
2016,14.4

min,10
max,16
steps,7
decimal


