year,annual-precipitations
1987,507
1988,826
1989,526
1990,572
1991,591
1992,855
1993,882
1994,731
1995,590
1996,808
1997,781
1998,593
1999,687
2000,658
2001,588
2002,742
2003,667
2004,710
2005,578
2006,638
2007,583
2008,775
2009,643
2010,702
2011,482
2012,615
2013,651
2014,773
2015,544
2016,584
