year,A1,A2,A3
,label A1,label A2,label A3
1987,28,2074,221
1988,55,2214,351
1989,45,1911,269
1990,23,2106,160
1991,38,2153,292
1992,59,2066,328
1993,28,1845,239
1994,31,2113,252
1995,47,2032,310
1996,61,2159,411
1997,47,2248,350
1998,48,1856,261
1999,31,2000,256
2000,30,2106,246
2001,44,2152,242
2002,55,2032,345
2003,48,2090,296
2004,35,2105,233
2005,39,2013,290
2006,45,2254,289
2007,34,1924,245
2008,54,1986,347
2009,29,2040,215
2010,50,1850,324
2011,41,1955,264
2012,41,1994,261
2013,38,2072,244
2014,60,1989,375
2015,47,2166,322
2016,49,2001,335
2016
2017,39,2246,280
2018,64,1688,401
2019,63,1904,413
2020,70,1599,460
2021,65,1686,460
2022,82,2057,546
2023,77,1833,641
2024,50,1909,356
2025,77,1876,497
2026,72,1790,526
2027,59,2184,474
2028,50,1903,364
2029,58,1897,462
2030,37,1692,293
2031,79,2019,476
2032,72,1668,484
2033,59,1746,369
2034,46,1954,337
2035,62,1881,403
2036,57,1939,403
2037,78,1826,500
2038,60,1748,403
2039,72,1822,481
2040,79,1897,527
2041,74,1941,407
2042,69,1931,432
2043,72,1897,442
2044,88,1793,550
2045,57,1762,350
2046,64,1664,459

min,,1200
max,,2550
steps,,10
decimal



