year,average-temperature-winter,average-temperature-spring,average-temperature-summer,average-temperature-fall
1987,4.8,14.4,20.9,10.2
1988,7.7,15.4,19.5,9.8
1989,7.5,15.5,20.7,11.6
1990,8.9,15.6,21.3,9.1
1991,6.9,13.6,21.8,8.4
1992,6.7,15.2,20.7,9.9
1993,6.8,15.4,18.8,9.1
1994,8.0,14.7,20.7,11.2
1995,7.6,15.0,19.9,11.1
1996,7.6,15.6,19.0,9.6
1997,8.7,16.0,20.8,11.0
1998,8.5,15.4,20.4,8.3
1999,7.3,16.2,21.3,9.1
2000,7.3,16.3,20.5,11.1
2001,9.0,15.4,19.8,9.1
2002,8.7,15.6,19.3,11.4
2003,7.2,17.6,22.8,10.2
2004,6.8,15.6,20.9,9.9
2005,5.8,16.8,20.3,9.0
2006,6.6,16.6,21.8,11.1
2007,8.1,16.7,19.3,8.5
2008,8.3,15.6,19.5,9.1
2009,6.6,16.4,21.3,10.9
2010,5.8,15.3,20.5,8.8
2011,7.6,17.4,21.1,12.0
2012,6.1,16.0,21.0,10.9
2013,6.4,13.9,21.5,10.1
2014,8.8,16.4,20.2,11.9
2015,6.9,17.1,20.7,11.3
2016,8.7,15.7,21.8,11.1
