year,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10
1987,673,624,-182,-290,75,12.7,4640,57,19.3,23
1988,715,658,-169,-365,133,12.5,4596,80,20.3,27
1989,685,687,-249,-274,13,13.2,4812,74,20.2,28
1990,811,607,-22,-260,162,12.2,4472,41,18.1,30
1991,714,752,-315,-368,21,12.6,4627,76,20.2,28
1992,634,662,-264,-321,-10,13.0,4748,88,20.6,28
1993,743,743,-316,-391,72,13.4,4884,74,19.0,17
1994,721,727,-296,-416,97,12.6,4622,73,19.9,34
1995,783,650,-110,-269,51,13.1,4804,80,20.4,29
1996,640,746,-402,-484,41,13.1,4808,91,20.9,34
1997,642,744,-371,-393,14,12.6,4619,85,20.3,31
1998,697,638,-189,-312,57,13.2,4848,67,19.1,11
1999,555,751,-522,-417,-48,13.0,4766,68,20.2,26
2000,621,712,-368,-407,6,12.7,4651,68,20.3,35
2001,711,620,-136,-258,42,12.4,4550,68,19.3,31
2002,635,703,-305,-390,90,13.2,4864,87,20.9,25
2003,862,667,-25,-253,158,12.9,4699,77,19.9,25
2004,872,645,-21,-199,52,12.5,4584,62,19.1,33
2005,742,675,-189,-379,147,13.1,4789,74,20.2,32
2006,752,655,-125,-334,153,12.4,4547,77,19.3,38
2007,732,665,-176,-281,77,13.2,4834,75,19.5,29
2008,627,710,-319,-394,25,13.4,4941,92,20.6,39
2009,753,625,-103,-233,66,12.7,4642,62,19.3,23
2010,669,664,-247,-275,25,13.5,4955,76,20.6,20
2011,746,631,-136,-194,67,13.1,4786,68,19.7,25
2012,644,644,-242,-371,87,13.0,4763,61,20.0,12
2013,761,665,-135,-269,45,12.7,4665,70,19.3,25
2014,704,694,-219,-359,58,13.3,4864,87,20.8,29
2015,641,659,-257,-346,41,12.7,4652,71,21.0,32
2016,714,681,-206,-293,109,13.2,4855,82,20.2,32
2016
2017,680,659,-177,-328,124,12.3,4512,69,20.4,32
2018,565,693,-383,-435,61,14.3,5207,91,21.3,7
2019,751,676,-161,-297,71,13.7,5010,94,21.5,20
2020,635,702,-314,-390,51,14.7,5374,104,21.4,10
2021,583,791,-504,-531,31,14.6,5341,124,21.6,9
2022,565,706,-368,-417,69,13.7,5018,98,23.2,18
2023,633,837,-491,-679,130,14.6,5344,104,22.9,11
2024,687,730,-321,-461,94,13.6,4960,77,21.1,12
2025,649,699,-278,-406,110,14.0,5114,91,22.0,12
2026,646,785,-451,-467,69,14.4,5267,99,22.1,11
2027,579,729,-411,-449,21,13.0,4758,86,21.2,32
2028,546,657,-340,-447,89,13.6,4960,74,20.6,8
2029,562,790,-523,-554,38,14.0,5102,97,21.5,20
2030,696,747,-336,-412,68,14.0,5112,76,19.8,13
2031,695,693,-219,-312,44,13.5,4941,98,22.2,15
2032,584,730,-390,-471,53,14.7,5371,112,21.9,8
2033,553,681,-372,-412,38,13.9,5083,91,21.5,10
2034,583,678,-340,-423,52,13.3,4859,76,20.1,14
2035,509,695,-413,-425,40,13.8,5052,103,21.7,14
2036,545,689,-383,-428,42,13.7,5001,89,21.3,12
2037,616,684,-304,-453,114,14.2,5194,96,20.6,12
2038,763,685,-160,-342,114,14.1,5147,87,21.2,7
2039,610,712,-322,-469,94,14.2,5178,107,21.8,10
2040,661,725,-308,-483,142,14.1,5158,102,22.0,15
2041,548,692,-393,-412,53,13.6,4982,91,21.9,26
2042,593,681,-333,-350,56,13.7,4996,87,21.5,18
2043,540,712,-406,-511,88,13.9,5061,94,21.7,12
2044,572,758,-421,-526,108,14.6,5325,119,22.3,15
2045,706,699,-235,-379,172,13.9,5083,83,20.7,17
2046,606,714,-357,-420,64,14.6,5325,111,21.5,19

min,300,500,,,,11,4000,40,18
max,900,1000,,,,17,6000,130,24
steps,11,11,,,,7,11,10,7
decimal



