year,V1,V2,V3,V9
,label V1,label V2,label V3,label V9
1987,1037,11,-164,19
1988,1270,11,-170,1
1989,1412,9,-222,3
1990,1347,11,-134,1
1991,1309,10,-351,6
1992,1256,10,-190,3
1993,1129,9,-329,8
1994,1337,11,-249,5
1995,1117,8,-87,10
1996,1418,11,-278,0
1997,1105,10,-227,5
1998,1240,12,-228,6
1999,1065,8,-307,3
2000,1284,10,-253,13
2001,1224,11,-239,3
2002,1417,10,-272,1
2003,1134,12,-77,11
2004,825,9,-208,9
2005,1273,10,-202,0
2006,1254,11,-215,1
2007,1237,11,-215,5
2008,1130,11,-150,8
2009,1232,11,-165,8
2010,1427,11,-327,0
2011,1214,10,-68,0
2012,1007,9,-29,7
2013,1239,10,-256,4
2014,1287,11,-237,0
2015,1144,10,-166,4
2016,1486,11,-284,0
2016
2017,1128,11,-174,6
2018,1434,13,-176,4
2019,1230,11,-276,4
2020,1296,10,-231,1
2021,1492,10,-280,2
2022,1432,11,-290,7
2023,1371,12,-344,2
2024,1589,10,-423,14
2025,1344,10,-299,2
2026,1340,10,-344,9
2027,1283,11,-263,1
2028,966,11,-96,3
2029,1313,12,-415,8
2030,1051,11,-250,4
2031,1323,12,-301,4
2032,1375,10,-250,3
2033,1456,12,-307,1
2034,1263,12,-136,0
2035,1640,12,-300,0
2036,1287,11,-224,4
2037,1416,12,-228,4
2038,1229,11,-268,2
2039,1497,12,-294,2
2040,1062,11,-196,3
2041,1332,12,-288,0
2042,1152,9,-159,0
2043,1278,10,-173,6
2044,1320,12,-227,0
2045,1330,10,-177,0
2046,1537,12,-226,3
