year,precipitation-winter,precipitation-spring,precipitation-summer,precipitation-fall
,(mm),(mm),(mm),(mm)
1987,167,165,286,239
1988,316,123,320,195
1989,157,168,180,164
1990,215,162,200,217
1991,96,175,105,220
1992,155,135,192,236
1993,142,194,392,333
1994,275,215,331,256
1995,225,119,208,57
1996,62,102,181,174
1997,121,239,133,163
1998,141,277,215,312
1999,162,160,149,161
2000,197,149,232,114
2001,156,203,231,182
2002,194,204,243,269
2003,95,124,137,160
2004,196,167,186,158
2005,143,132,218,136
2006,106,182,200,175
2007,240,167,195,192
2008,230,73,249,128
2009,139,144,130,232
2010,133,79,285,145
2011,92,139,204,172
2012,138,150,156,189
2013,110,142,157,171
2014,89,247,214,151
2015,179,101,261,201
2016,201,185,97,99
