year,average-temperature-winter,average-temperature-spring,average-temperature-summer,average-temperature-fall
,(°C),(°C),(°C),(°C)
1987,-1.0,11.2,15.7,6.8
1988,4.4,12.6,15.8,6.7
1989,5.6,12.3,16.6,6.4
1990,6.6,12.5,15.7,6.6
1991,3.1,10.3,17.3,5.7
1992,4.4,13.8,17.3,5.7
1993,3.2,13.6,14.5,4.8
1994,3.5,12.2,17.5,7.1
1995,4.1,12.0,17.9,5.5
1996,-0.3,11.8,15.6,5.1
1997,3.7,12.0,17.7,6.0
1998,5.4,13.1,15.4,4.7
1999,4.3,12.6,18.2,6.5
2000,4.9,13.6,15.9,7.7
2001,3.0,11.9,16.8,7.4
2002,5.4,13.1,17.6,5.0
2003,2.6,13.5,17.7,5.6
2004,3.4,12.8,17.1,6.6
2005,3.6,13.1,16.9,7.4
2006,1.4,13.0,19.0,9.4
2007,6.1,14.7,16.2,6.4
2008,5.3,13.3,16.8,6.2
2009,2.9,14.1,17.6,6.6
2010,1.1,12.2,17.2,3.8
2011,3.5,14.5,16.8,7.5
2012,3.9,12.7,16.9,6.4
2013,0.8,11.9,16.9,7.6
2014,5.6,13.5,17.4,8.2
2015,4.1,11.8,16.9,8.9
2016,3.5,13.5,17.7,6.1
