year,annual-hydric-deficit
,(mm)
1987,293
1988,327
1989,12
1990,155
1991,-17
1992,30
1993,470
1994,398
1995,-95
1996,-106
1997,-9
1998,322
1999,-1
2000,55
2001,115
2002,220
2003,-248
2004,47
2005,-44
2006,-53
2007,116
2008,-6
2009,-49
2010,-24
2011,-100
2012,-56
2013,-78
2014,-2
2015,56
2016,-83
