year,annual-precipitations
,(mm)
1987,857
1988,954
1989,668
1990,794
1991,595
1992,718
1993,1060
1994,1077
1995,608
1996,519
1997,656
1998,945
1999,631
2000,692
2001,773
2002,909
2003,517
2004,706
2005,629
2006,664
2007,794
2008,679
2009,645
2010,642
2011,606
2012,632
2013,580
2014,701
2015,742
2016,582
