year,annual-estival-days
1987,11
1988,13
1989,29
1990,22
1991,25
1992,40
1993,14
1994,32
1995,44
1996,20
1997,32
1998,17
1999,38
2000,17
2001,26
2002,22
2003,43
2004,26
2005,33
2006,53
2007,21
2008,33
2009,33
2010,30
2011,27
2012,34
2013,24
2014,32
2015,25
2016,40
