year,annual-frozen-days
1987,81
1988,41
1989,45
1990,34
1991,74
1992,40
1993,63
1994,41
1995,64
1996,96
1997,53
1998,47
1999,43
2000,35
2001,66
2002,49
2003,83
2004,60
2005,55
2006,66
2007,30
2008,50
2009,56
2010,95
2011,52
2012,49
2013,80
2014,35
2015,36
2016,60
