year,C1,C2,C3,C12,M1,M2,M8,Co2,Co3
,label C1,label C2,label C3,label C12,label M1,label M2,label M8,label Co2,label Co3
1987,8,4,-4,3,0,-105,79,32,79
1988,6,13,-20,4,0,-145,73,13,98
1989,18,0,-18,6,0,-190,58,9,134
1990,3,0,-20,4,0,-92,62,29,92
1991,8,1,-109,8,0,-283,59,29,115
1992,3,2,-40,5,0,-147,74,33,97
1993,3,2,-7,2,2,-219,76,15,47
1994,9,0,-106,2,2,-237,52,19,86
1995,13,2,-40,5,3,-64,69,13,176
1996,3,1,-63,2,0,-175,61,22,100
1997,2,7,-61,3,0,-130,78,25,96
1998,9,13,-123,3,0,-251,59,35,93
1999,1,2,-100,2,0,-205,62,26,57
2000,6,6,-124,2,0,-218,60,21,118
2001,0,3,-67,4,0,-169,70,23,80
2002,12,1,-102,4,0,-254,64,23,94
2003,2,1,5,2,0,-74,66,19,85
2004,0,5,-82,3,0,-135,76,20,80
2005,6,3,-28,1,1,-114,64,15,68
2006,2,1,-79,3,0,-111,75,24,99
2007,5,6,-100,4,0,-161,69,5,101
2008,3,0,-44,2,0,-135,66,17,133
2009,6,8,-94,1,1,-112,58,24,83
2010,13,8,-162,5,0,-277,64,20,96
2011,4,0,0,0,4,-40,66,27,109
2012,2,6,-53,4,0,-91,68,12,201
2013,10,6,-95,8,0,-205,54,26,66
2014,3,3,-120,4,0,-192,62,18,132
2015,5,3,-79,3,0,-115,64,22,129
2016,7,6,-43,3,1,-199,63,18,75
2016
2017,6,10,-40,2,0,-120,63,10,60
2018,5,2,-42,5,0,-178,65,5,126
2019,6,8,-42,3,1,-193,72,20,54
2020,10,2,-38,2,0,-173,60,22,45
2021,22,8,-116,2,2,-250,45,13,113
2022,18,2,-83,3,0,-230,44,7,47
2023,17,13,-100,2,0,-227,64,8,84
2024,36,4,-79,2,3,-322,47,10,41
2025,4,1,-63,5,0,-227,62,2,54
2026,14,6,-152,1,2,-267,65,0,109
2027,4,7,-33,2,0,-162,71,9,81
2028,5,5,-1,3,0,-111,76,24,101
2029,6,10,-144,3,0,-322,48,21,102
2030,1,5,-64,3,0,-188,82,2,47
2031,5,0,-98,5,0,-217,66,1,79
2032,11,3,-95,2,0,-212,53,4,120
2033,21,2,-102,2,0,-206,44,22,56
2034,5,3,-15,1,0,-110,75,14,70
2035,15,5,-129,1,0,-237,43,10,65
2036,6,4,-100,2,0,-208,56,7,92
2037,19,19,-73,2,0,-161,57,4,95
2038,8,1,-81,4,0,-183,63,7,76
2039,13,5,-94,1,0,-199,47,10,27
2040,3,2,-86,1,0,-178,59,10,101
2041,4,7,-81,3,0,-202,72,16,49
2042,8,4,-63,3,0,-166,63,7,91
2043,12,0,-55,3,0,-164,53,5,69
2044,5,4,-95,3,0,-189,62,19,95
2045,12,4,-61,2,2,-146,58,6,127
2046,21,12,-110,3,1,-161,47,9,102
