year,annual-hydric-deficit
1987,84
1988,104
1989,-243
1990,-192
1991,-231
1992,-131
1993,-87
1994,-211
1995,-141
1996,-220
1997,-97
1998,-142
1999,-109
2000,25
2001,104
2002,-133
2003,-349
2004,-260
2005,-303
2006,-90
2007,-190
2008,-71
2009,-134
2010,-150
2011,-261
2012,-110
2013,-151
2014,-149
2015,-390
2016,-86
