year,F1,F3,M4
,label F1,label F3,label M4
1987,69,135,2
1988,65,130,1
1989,70,125,5
1990,57,138,1
1991,57,134,2
1992,56,129,1
1993,55,131,1
1994,60,132,0
1995,49,130,2
1996,45,121,2
1997,58,132,2
1998,55,127,1
1999,51,128,2
2000,51,136,1
2001,76,141,0
2002,61,133,0
2003,60,123,2
2004,61,135,2
2005,26,135,1
2006,66,132,1
2007,74,140,2
2008,49,122,2
2009,51,128,3
2010,69,135,1
2011,64,132,2
2012,37,120,2
2013,45,121,0
2014,43,129,3
2015,45,127,1
2016,47,138,3
2016
2017,60,140,4
2018,28,127,5
2019,68,134,2
2020,48,132,3
2021,56,125,2
2022,49,133,4
2023,28,129,3
2024,62,132,5
2025,58,126,2
2026,54,131,5
2027,58,119,3
2028,41,117,2
2029,68,134,1
2030,47,139,2
2031,52,124,1
2032,49,129,1
2033,56,131,3
2034,57,124,6
2035,32,122,3
2036,44,128,4
2037,47,132,3
2038,60,133,4
2039,59,127,2
2040,42,119,2
2041,65,134,3
2042,46,130,4
2043,43,117,4
2044,29,117,2
2045,35,123,1
2046,36,120,3

min,,80,0
max,,170,8
steps,,10,9
decimal



