year,average-temperature-winter,average-temperature-spring,average-temperature-summer,average-temperature-fall
1987,1.2,12.4,17.6,7.5
1988,5.8,13.2,16.5,7.7
1989,5.7,12.6,17.6,7.1
1990,6.9,12.6,16.9,7.5
1991,4.0,11.0,18.1,6.1
1992,4.6,13.0,17.6,6.8
1993,4.6,14.1,15.9,5.9
1994,5.7,12.7,18.0,9.0
1995,5.9,12.6,18.3,7.7
1996,3.0,12.5,15.8,6.1
1997,4.8,12.7,18.0,7.6
1998,5.7,13.6,17.0,6.4
1999,5.7,13.9,18.8,7.1
2000,5.8,14.0,17.4,9.0
2001,5.8,13.0,17.4,7.6
2002,6.5,13.5,17.1,8.6
2003,4.4,14.6,18.9,7.1
2004,4.8,12.9,18.2,7.1
2005,4.5,14.1,17.8,7.8
2006,3.3,13.6,19.3,9.5
2007,7.1,15.3,16.4,6.5
2008,6.1,13.9,16.9,6.9
2009,3.8,14.2,18.4,8.1
2010,3.4,13.1,17.8,5.6
2011,5.8,15.3,17.5,9.0
2012,5.0,13.3,17.5,8.0
2013,2.5,12.2,17.9,8.0
2014,6.5,13.7,17.4,9.0
2015,4.6,13.3,18.1,9.7
2016,5.2,13.0,18.3,6.6
