year,annual-estival-days
1987,33
1988,21
1989,52
1990,40
1991,42
1992,40
1993,30
1994,41
1995,46
1996,34
1997,44
1998,31
1999,50
2000,33
2001,40
2002,26
2003,65
2004,46
2005,42
2006,46
2007,28
2008,33
2009,51
2010,40
2011,45
2012,35
2013,46
2014,35
2015,50
2016,44
