year,annual-precipitations
1987,739
1988,766
1989,544
1990,582
1991,464
1992,577
1993,658
1994,528
1995,622
1996,513
1997,644
1998,586
1999,666
2000,761
2001,834
2002,609
2003,497
2004,496
2005,439
2006,665
2007,526
2008,654
2009,624
2010,586
2011,552
2012,576
2013,572
2014,620
2015,446
2016,610
