year,annual-average-temperature
1987,9.7
1988,10.8
1989,10.8
1990,11.0
1991,9.9
1992,10.5
1993,10.2
1994,11.4
1995,11.1
1996,9.4
1997,10.8
1998,10.7
1999,11.4
2000,11.5
2001,11.0
2002,11.4
2003,11.3
2004,10.8
2005,11.1
2006,11.5
2007,11.4
2008,11.0
2009,11.2
2010,10.0
2011,11.9
2012,11.0
2013,10.2
2014,11.7
2015,11.5
2016,10.8

min,8
max,14
steps,7
decimal



