year,annual-frozen-days
1987,74
1988,39
1989,64
1990,48
1991,78
1992,58
1993,55
1994,40
1995,49
1996,83
1997,64
1998,55
1999,40
2000,28
2001,47
2002,39
2003,67
2004,55
2005,61
2006,64
2007,37
2008,50
2009,50
2010,80
2011,40
2012,38
2013,76
2014,37
2015,51
2016,62
