year,annual-hydric-deficit
1987,-3
1988,132
1989,-344
1990,-36
1991,131
1992,449
1993,204
1994,196
1995,93
1996,176
1997,122
1998,71
1999,170
2000,260
2001,-138
2002,-206
2003,-338
2004,-246
2005,-417
2006,-153
2007,-26
2008,98
2009,-84
2010,-170
2011,-398
2012,-129
2013,-42
2014,-24
2015,-399
2016,-7
