year,C1,C2,C3,C12,M1,M2,M8,Co2,Co3
,label C1,label C2,label C3,label C12,label M1,label M2,label M8,label Co2,label Co3
1987,14,2,-37,8,1,-232,50,6,93
1988,15,0,-41,5,2,-123,40,4,163
1989,36,0,-133,7,10,-343,38,17,105
1990,23,0,-69,5,4,-189,51,3,168
1991,27,0,-174,5,2,-401,32,3,89
1992,29,0,-148,6,3,-289,35,2,135
1993,13,4,-122,3,9,-419,47,10,52
1994,21,0,-206,10,3,-463,29,6,54
1995,22,1,-154,3,12,-327,46,10,66
1996,14,1,-94,4,8,-306,60,9,92
1997,15,0,-79,5,2,-251,54,5,199
1998,24,5,-75,7,7,-225,46,16,135
1999,12,1,-178,7,7,-321,45,4,127
2000,26,6,-155,4,0,-375,38,7,97
2001,13,1,-25,7,4,-183,52,2,121
2002,16,0,-41,4,6,-223,46,6,127
2003,34,0,-130,9,5,-321,40,18,121
2004,23,1,-118,3,10,-316,45,9,84
2005,12,0,-116,3,7,-219,61,3,179
2006,24,0,-70,6,4,-323,48,13,81
2007,19,0,-93,6,6,-341,49,18,41
2008,38,0,-175,6,4,-393,36,8,84
2009,28,1,-85,6,4,-221,40,11,133
2010,17,1,-144,7,7,-315,61,10,76
2011,21,7,-93,3,6,-177,48,15,181
2012,27,0,-64,3,9,-229,45,4,60
2013,7,1,27,3,3,-134,61,6,144
2014,28,0,-115,6,11,-287,50,5,99
2015,13,2,-109,4,8,-291,46,11,151
2016,15,0,-43,2,10,-215,59,12,121
2016
2017,57,0,-175,8,14,-450,15,7,54
2018,26,0,-179,8,13,-340,36,10,122
2019,33,1,-162,5,10,-340,46,2,81
2020,39,0,-178,7,7,-380,35,12,110
2021,38,1,-244,10,16,-502,32,2,90
2022,35,3,-209,9,8,-408,31,3,62
2023,35,0,-192,4,16,-413,25,1,105
2024,37,0,-238,7,13,-525,29,2,104
2025,32,2,-174,8,14,-435,21,3,136
2026,42,0,-220,9,25,-489,39,4,66
2027,46,0,-222,8,22,-513,26,0,34
2028,44,1,-201,8,2,-378,31,4,97
2029,32,1,-190,6,13,-481,47,3,92
2030,30,2,-194,7,8,-430,40,11,120
2031,36,2,-181,9,20,-412,27,13,83
2032,31,0,-118,5,5,-316,48,13,60
2033,41,0,-240,7,21,-496,33,0,80
2034,30,2,-200,9,9,-480,34,16,15
2035,58,2,-166,3,6,-328,18,2,126
2036,35,0,-148,7,11,-402,38,1,103
2037,48,1,-191,8,5,-441,28,2,38
2038,43,0,-184,6,9,-473,35,7,34
2039,33,1,-174,4,19,-409,41,3,94
2040,26,0,-107,4,13,-333,36,3,78
2041,31,0,-214,9,15,-456,52,0,128
2042,62,1,-123,6,25,-350,29,1,77
2043,45,0,-213,9,10,-450,31,10,87
2044,16,0,-124,8,3,-400,52,4,131
2045,41,0,-221,10,7,-474,23,1,76
2046,32,0,-168,7,20,-461,28,7,88
