year,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10
1987,985,653,48,-268,243,13.3,4854,55,19.1,28
1988,856,642,-26,-190,146,12.1,4479,42,18.6,41
1989,769,722,-207,-370,84,13.0,4756,81,20.1,39
1990,1073,650,170,-185,268,12.8,4667,51,19.1,24
1991,903,761,-194,-449,245,13.6,4966,66,19.4,24
1992,971,683,20,-330,258,13.6,4954,71,19.6,14
1993,799,805,-349,-556,129,13.4,4903,65,20.3,26
1994,782,791,-315,-506,157,13.2,4844,63,19.5,22
1995,800,679,-144,-384,194,13.2,4821,65,20.4,40
1996,803,764,-326,-415,47,13.4,4894,55,19.6,16
1997,968,719,-52,-229,107,12.6,4597,43,18.0,32
1998,994,674,52,-243,161,12.7,4647,59,19.3,37
1999,1014,744,-51,-337,184,13.1,4802,63,20.4,23
2000,963,788,-167,-422,141,13.4,4903,83,20.0,34
2001,740,648,-176,-268,61,13.2,4824,51,19.5,22
2002,922,692,-26,-253,158,13.6,4990,75,20.4,15
2003,777,698,-184,-369,68,13.0,4752,76,20.1,35
2004,714,706,-268,-380,88,13.4,4882,71,20.3,24
2005,974,639,76,-257,237,13.4,4877,50,19.2,11
2006,765,686,-175,-366,175,12.7,4685,67,19.7,43
2007,727,693,-225,-429,82,12.8,4695,66,19.4,42
2008,737,704,-218,-421,83,13.3,4854,73,19.5,29
2009,899,664,-22,-271,112,13.2,4807,54,18.9,29
2010,851,643,-51,-367,177,12.2,4473,50,18.5,34
2011,955,660,61,-176,128,12.2,4484,46,18.7,38
2012,903,668,-32,-303,169,13.8,5036,69,19.6,19
2013,1112,630,222,-149,127,14.0,5106,62,20.3,12
2014,937,695,-26,-317,180,13.6,4980,76,20.2,17
2015,844,675,-96,-302,116,13.0,4762,57,20.0,34
2016,951,643,66,-218,114,12.8,4695,58,20.2,26
2016
2017,731,785,-327,-490,116,15.0,5481,122,21.8,22
2018,730,716,-259,-447,197,14.2,5170,78,20.7,20
2019,648,708,-308,-455,29,13.8,5034,93,21.5,30
2020,695,715,-286,-414,112,14.3,5219,99,21.0,23
2021,647,855,-553,-668,62,14.7,5378,112,23.1,16
2022,650,711,-345,-468,102,14.8,5412,106,21.2,20
2023,794,802,-338,-528,122,14.6,5341,98,21.4,10
2024,647,818,-506,-551,0,14.5,5291,92,21.1,17
2025,857,713,-103,-424,266,14.3,5237,78,20.7,24
2026,695,850,-514,-597,68,15.0,5458,109,22.1,12
2027,711,852,-482,-664,92,15.7,5720,125,22.4,18
2028,799,671,-144,-374,160,14.1,5167,85,19.7,16
2029,654,830,-520,-570,-12,13.5,4929,86,20.9,20
2030,834,773,-258,-516,153,13.6,4978,75,20.1,22
2031,592,723,-396,-490,88,14.1,5154,95,21.7,34
2032,737,674,-179,-390,112,13.4,4896,77,20.7,24
2033,670,740,-328,-570,44,14.8,5417,110,22.2,7
2034,737,761,-305,-597,148,13.9,5104,109,21.8,37
2035,805,740,-200,-383,133,14.7,5351,110,20.3,11
2036,773,734,-220,-467,109,14.4,5259,82,20.6,9
2037,612,754,-413,-601,191,14.8,5413,100,20.8,11
2038,687,755,-339,-577,130,14.1,5157,108,21.6,24
2039,729,716,-245,-405,102,13.7,5013,84,21.9,23
2040,797,707,-172,-432,67,13.7,5038,78,21.0,22
2041,819,705,-129,-491,263,14.3,5212,93,22.1,11
2042,772,737,-246,-394,157,14.7,5371,117,21.4,28
2043,841,760,-170,-486,185,14.2,5172,111,21.8,17
2044,764,690,-205,-381,94,13.8,5073,79,20.6,22
2045,687,736,-312,-531,102,14.8,5408,99,20.9,11
2046,731,744,-270,-482,140,14.5,5285,86,21.6,9
