year,V1,V2,V3,V9
,label V1,label V2,label V3,label V9
1987,1791,13,-268,1
1988,1764,12,-190,0
1989,2018,12,-370,1
1990,1803,12,-185,0
1991,1983,12,-449,0
1992,1955,12,-330,0
1993,1983,12,-556,0
1994,1976,12,-506,3
1995,1939,13,-384,1
1996,1734,11,-415,0
1997,1632,9,-229,2
1998,1874,12,-243,0
1999,1919,14,-337,0
2000,1976,13,-422,0
2001,1772,11,-268,1
2002,1946,14,-253,1
2003,1948,14,-369,2
2004,1982,10,-380,0
2005,1738,14,-257,1
2006,1928,12,-366,0
2007,1875,10,-429,2
2008,2012,12,-421,0
2009,1845,11,-271,1
2010,1679,11,-367,0
2011,1765,12,-176,0
2012,1972,13,-303,0
2013,1831,13,-149,0
2014,1959,12,-317,0
2015,1863,12,-302,0
2016,1857,13,-218,0
2016
2017,2490,15,-490,0
2018,2090,14,-447,0
2019,2133,13,-455,0
2020,2183,15,-414,0
2021,2406,18,-668,0
2022,2251,15,-468,0
2023,2296,14,-528,0
2024,2204,15,-551,0
2025,2135,13,-424,1
2026,2286,16,-597,2
2027,2460,18,-664,0
2028,2082,12,-374,4
2029,2072,13,-570,0
2030,1975,13,-516,0
2031,2301,14,-490,0
2032,1937,14,-390,0
2033,2347,14,-570,0
2034,2218,15,-597,0
2035,2376,14,-383,0
2036,2101,13,-467,0
2037,2246,14,-601,0
2038,2215,15,-577,1
2039,2129,14,-405,1
2040,2099,13,-432,0
2041,2088,17,-491,1
2042,2333,14,-394,3
2043,2255,15,-486,2
2044,1884,14,-381,0
2045,2230,13,-531,0
2046,2244,13,-482,1

min,1200,8,,0
max,2700,20,,8
steps,11,8,,9
decimal



