year,average-temperature-winter,average-temperature-spring,average-temperature-summer,average-temperature-fall
1987,5.5,15.1,20.9,10.8
1988,8.9,16.0,19.6,10.7
1989,8.5,16.5,21.0,12.4
1990,10.4,16.2,21.6,10.4
1991,8.1,14.5,21.9,9.4
1992,7.1,15.9,20.4,11.1
1993,8.5,16.1,19.3,10.3
1994,9.7,15.7,21.1,12.6
1995,9.1,16.1,21.0,12.3
1996,8.7,16.5,19.4,10.6
1997,9.8,16.8,21.7,12.1
1998,9.8,16.2,20.7,9.9
1999,9.0,16.9,21.6,10.7
2000,8.7,16.9,20.9,12.0
2001,9.8,16.1,20.2,10.2
2002,10.2,16.2,19.5,12.7
2003,8.4,18.1,22.6,11.2
2004,8.2,16.4,20.7,10.7
2005,7.5,17.6,20.9,10.3
2006,7.5,17.1,22.2,12.3
2007,9.8,17.5,19.3,9.7
2008,9.7,16.3,19.6,9.9
2009,7.7,16.9,21.2,12.0
2010,6.7,16.4,20.7,9.8
2011,8.8,18.3,20.8,13.0
2012,7.5,16.3,20.9,11.7
2013,7.3,14.3,21.2,10.8
2014,9.9,16.6,20.2,12.4
2015,7.8,17.1,20.5,12.2
2016,9.3,15.6,21.1,10.5
