year,annual-average-temperature
1987,13.1
1988,13.8
1989,14.7
1990,14.7
1991,13.5
1992,13.6
1993,13.6
1994,14.8
1995,14.7
1996,13.8
1997,15.2
1998,14.2
1999,14.6
2000,14.6
2001,14.1
2002,14.7
2003,15.1
2004,14.0
2005,14.1
2006,14.8
2007,14.1
2008,13.9
2009,14.5
2010,13.4
2011,15.3
2012,14.1
2013,13.5
2014,14.8
2015,14.4
2016,14.1

min,11
max,17
steps,7
decimal


