year,annual-precipitations
1987,788
1988,943
1989,664
1990,902
1991,979
1992,1293
1993,1093
1994,1080
1995,1056
1996,1115
1997,1086
1998,1008
1999,1093
2000,1202
2001,792
2002,725
2003,696
2004,694
2005,600
2006,824
2007,863
2008,994
2009,897
2010,785
2011,585
2012,814
2013,833
2014,899
2015,532
2016,901
