year,precipitation-winter,precipitation-spring,precipitation-summer,precipitation-fall
1987,159,151,202,277
1988,458,257,108,121
1989,162,230,125,148
1990,233,186,106,378
1991,138,202,271,368
1992,121,285,415,471
1993,31,328,327,407
1994,240,320,273,247
1995,327,138,215,376
1996,265,193,327,331
1997,132,313,149,492
1998,188,288,249,284
1999,216,246,317,314
2000,174,311,128,589
2001,324,142,161,164
2002,105,164,172,284
2003,180,104,118,295
2004,194,149,176,175
2005,111,139,89,262
2006,334,99,222,169
2007,314,233,175,142
2008,243,287,170,294
2009,196,261,115,325
2010,196,162,52,375
2011,126,39,170,251
2012,90,260,125,340
2013,227,234,171,200
2014,296,210,207,187
2015,156,125,145,106
2016,424,273,79,125
