year,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10
1987,869,564,128,-79,107,8.4,3221,8,14.9,95
1988,1047,578,287,117,132,7.9,3180,25,16.7,106
1989,781,578,28,-92,53,8.1,3231,14,15.2,109
1990,942,602,164,-62,118,8.3,3218,34,16.0,117
1991,946,660,31,-135,90,8.5,3332,10,15.5,88
1992,1020,561,273,80,120,7.8,3043,13,14.6,97
1993,825,646,-80,-208,73,7.9,3140,9,14.7,102
1994,870,659,-14,-151,66,7.4,3056,15,15.5,120
1995,897,554,169,-111,163,7.9,3030,24,14.2,98
1996,1002,692,63,-72,50,8.3,3219,20,16.5,107
1997,1034,666,146,-137,188,7.8,3040,20,14.2,104
1998,800,552,74,-79,96,7.9,3095,25,15.5,96
1999,982,697,47,-60,47,7.7,2937,18,15.9,115
2000,818,680,-90,-226,73,8.6,3267,28,15.8,98
2001,857,522,158,27,20,7.5,2821,9,14.3,121
2002,949,582,191,10,74,8.1,3125,22,15.7,110
2003,989,581,248,4,156,7.1,2911,25,15.9,139
2004,862,608,75,-118,113,8.2,3208,31,16.9,110
2005,841,617,53,-89,83,7.7,3126,36,16.7,127
2006,923,548,191,54,52,8.3,3160,18,14.8,94
2007,759,606,-16,-163,67,8.0,3373,26,16.1,109
2008,812,559,87,-133,146,7.3,2889,33,15.2,118
2009,944,590,175,-61,155,7.9,3125,15,14.9,115
2010,797,624,-8,-176,107,9.4,3561,43,17.4,100
2011,796,577,39,-175,66,7.9,3134,20,14.9,103
2012,796,600,19,-152,102,8.8,3391,26,16.8,86
2013,800,577,44,-118,86,7.9,3129,22,15.0,111
2014,807,586,47,-57,67,8.0,3224,37,16.8,120
2015,843,592,73,-74,97,8.2,3239,33,17.7,117
2016,716,658,-112,-220,33,8.7,3474,52,17.0,110
2016
2017,801,580,37,-114,57,8.8,3341,9,15.2,83
2018,784,636,-23,-271,139,9.4,3602,48,19.0,94
2019,973,615,167,-36,64,9.5,3564,36,15.6,83
2020,789,640,-39,-151,35,9.3,3479,32,17.4,95
2021,917,655,0,-21,23,9.4,3533,24,16.9,91
2022,774,582,-14,-179,54,10.1,3786,36,17.9,69
2023,782,751,-230,-248,50,10.2,3853,60,17.8,77
2024,605,740,-374,-406,17,10.2,3831,56,17.6,72
2025,918,549,204,-62,171,8.2,3065,42,17.8,97
2026,981,712,-3,-259,169,9.7,3615,34,17.6,98
2027,792,691,-119,-257,84,9.0,3405,29,17.0,93
2028,766,647,-70,-240,108,10.0,3773,45,17.1,77
2029,734,749,-280,-345,33,9.2,3513,39,16.5,92
2030,677,700,-271,-347,66,9.8,3649,36,15.3,74
2031,746,608,-43,-168,77,9.2,3464,47,18.3,105
2032,1027,567,266,89,74,9.2,3411,26,15.9,97
2033,899,589,136,-103,111,8.7,3240,21,15.5,83
2034,799,633,-30,-240,120,10.4,3891,34,17.2,53
2035,933,642,93,-76,100,9.3,3512,45,17.3,95
2036,718,600,-65,-248,108,9.3,3490,28,16.8,75
2037,913,597,158,-76,144,8.1,3129,42,17.8,125
2038,766,624,-49,-299,126,10.0,3730,44,17.4,79
2039,874,616,91,-83,88,8.7,3421,43,16.1,116
2040,820,582,34,-129,105,9.5,3529,22,17.2,65
2041,822,614,34,-175,131,8.9,3394,32,16.1,108
2042,985,614,188,-21,134,9.9,3720,55,17.9,72
2043,977,651,149,-67,98,9.7,3726,39,17.7,89
2044,666,599,-111,-168,9,7.9,3154,28,16.4,128
2045,935,661,83,-149,111,10.0,3739,54,18.7,80
2046,752,624,-56,-219,101,9.7,3639,45,17.2,80
