year,annual-average-temperature
1987,8.1
1988,9.3
1989,9.4
1990,9.5
1991,8.6
1992,8.8
1993,8.8
1994,10.1
1995,8.7
1996,7.3
1997,8.7
1998,9.2
1999,9.2
2000,9.9
2001,9.1
2002,9.8
2003,9.8
2004,8.9
2005,8.7
2006,9.6
2007,9.9
2008,9.1
2009,9.0
2010,8.0
2011,9.6
2012,9.1
2013,8.6
2014,10.0
2015,9.8
2016,9.4
