year,F1,F3,M4
,label F1,label F3,label M4-LCF
1987,78,131,0
1988,80,150,0
1989,71,132,0
1990,74,139,0
1991,84,142,0
1992,78,141,0
1993,80,142,0
1994,75,138,0
1995,95,156,0
1996,93,143,0
1997,94,145,0
1998,85,144,0
1999,90,148,0
2000,79,145,0
2001,72,152,0
2002,102,159,0
2003,95,147,1
2004,76,139,0
2005,99,146,0
2006,88,147,0
2007,91,137,0
2008,91,146,0
2009,85,143,0
2010,86,137,0
2011,89,143,1
2012,62,144,0
2013,82,150,0
2014,100,154,0
2015,84,148,0
2016,89,135,0
2016
2017,63,140,0
2018,93,146,0
2019,70,138,0
2020,73,137,0
2021,78,135,0
2022,73,136,0
2023,70,127,0
2024,74,137,0
2025,74,166,1
2026,55,134,0
2027,69,143,0
2028,77,133,0
2029,92,141,1
2030,76,135,0
2031,72,143,0
2032,78,144,0
2033,73,144,1
2034,57,125,0
2035,80,145,0
2036,57,143,0
2037,111,162,0
2038,74,139,0
2039,96,146,0
2040,76,137,0
2041,55,134,1
2042,71,137,0
2043,90,138,0
2044,110,156,0
2045,78,137,0
2046,51,141,1

min,,90,0
max,,190,6
steps,,11,7
decimal
