year,A1,A2,A3
,label A1,label A2,label A3
1987,2,3133,20
1988,16,3459,99
1989,3,3348,44
1990,12,3203,82
1991,3,3158,32
1992,9,3227,55
1993,1,3340,28
1994,1,3587,34
1995,8,3318,68
1996,3,3280,60
1997,7,3258,60
1998,10,3316,89
1999,4,3426,54
2000,11,3204,103
2001,3,3355,26
2002,10,3304,74
2003,11,3694,80
2004,18,3373,122
2005,14,3536,102
2006,3,3098,29
2007,10,3465,90
2008,22,3511,146
2009,6,3346,52
2010,22,3078,162
2011,3,3337,46
2012,9,3226,77
2013,10,3377,68
2014,18,3446,122
2015,18,3475,137
2016,41,3361,223
2016
2017,3,2941,23
2018,32,3191,195
2019,22,2957,144
2020,11,2912,91
2021,5,2864,64
2022,19,2765,142
2023,21,2753,186
2024,29,2846,213
2025,25,3306,144
2026,7,2888,100
2027,17,3109,124
2028,21,2802,153
2029,13,3046,130
2030,13,2760,119
2031,24,3110,164
2032,10,2997,90
2033,15,2992,87
2034,14,2623,107
2035,22,3088,148
2036,13,2920,92
2037,17,3541,146
2038,24,2847,159
2039,19,3281,143
2040,8,2805,72
2041,19,3167,126
2042,30,2985,211
2043,25,3017,168
2044,20,3480,116
2045,37,2919,227
2046,24,2976,174

min,,2000
max,,4000
steps,,9
decimal
