year,annual-estival-days
1987,35
1988,30
1989,34
1990,29
1991,30
1992,43
1993,27
1994,43
1995,32
1996,21
1997,27
1998,26
1999,23
2000,31
2001,29
2002,22
2003,73
2004,38
2005,39
2006,51
2007,39
2008,31
2009,35
2010,33
2011,34
2012,34
2013,36
2014,24
2015,50
2016,47

min,16
max,130
steps,9
decimal
