year,annual-precipitations
1987,526
1988,484
1989,306
1990,452
1991,478
1992,455
1993,463
1994,509
1995,596
1996,508
1997,578
1998,566
1999,588
2000,497
2001,711
2002,682
2003,369
2004,542
2005,484
2006,470
2007,548
2008,487
2009,608
2010,781
2011,471
2012,507
2013,615
2014,505
2015,324
2016,419

min,300
max,2000
steps,10
decimal
