year,average-temperature-winter,average-temperature-spring,average-temperature-summer,average-temperature-fall
1987,-4.5,11.7,15.9,4.7
1988,1.5,13.0,17.0,3.3
1989,3.9,12.9,17.5,4.6
1990,4.6,13.0,15.9,4.9
1991,0.4,11.2,17.5,3.8
1992,1.8,13.2,18.2,3.2
1993,0.1,13.6,15.3,3.1
1994,1.5,12.6,18.4,4.3
1995,2.1,12.6,17.5,2.4
1996,-3.8,13.2,15.5,3.8
1997,0.6,11.7,17.0,3.7
1998,2.6,14.1,16.2,1.9
1999,1.4,13.3,18.5,4.1
2000,2.2,14.9,15.9,7.1
2001,0.9,12.3,17.6,3.9
2002,3.2,14.5,18.5,2.5
2003,-1.0,13.8,18.1,4.5
2004,0.1,12.6,17.4,5.6
2005,0.0,12.9,18.1,4.6
2006,-3.5,13.6,19.2,7.5
2007,3.6,14.5,17.3,3.8
2008,3.3,13.4,17.3,5.8
2009,0.1,13.4,18.1,4.4
2010,-1.7,13.1,18.0,2.2
2011,0.1,14.7,17.7,5.5
2012,-0.1,13.9,18.2,4.2
2013,-2.0,13.5,17.1,6.3
2014,2.7,13.5,18.5,5.9
2015,2.8,12.8,19.2,6.4
2016,2.1,14.5,18.3,4.3
