year,annual-average-temperature
1987,13.5
1988,13.9
1989,14.2
1990,14.2
1991,13.5
1992,13.8
1993,14.2
1994,14.2
1995,13.6
1996,13.3
1997,14.3
1998,13.7
1999,14.1
2000,14.2
2001,14.9
2002,14.7
2003,15.1
2004,14.4
2005,14.5
2006,15.1
2007,15.1
2008,14.0
2009,14.4
2010,13.2
2011,14.5
2012,14.3
2013,14.0
2014,14.9
2015,15.1
2016,14.8

min,11
max,17
steps,7
decimal


