year,annual-hydric-deficit
1987,-212
1988,-579
1989,-696
1990,-481
1991,-209
1992,-163
1993,-305
1994,-476
1995,-502
1996,-48
1997,-459
1998,-450
1999,-358
2000,-355
2001,-778
2002,-256
2003,-801
2004,-567
2005,-661
2006,-586
2007,-977
2008,-47
2009,-362
2010,-186
2011,-398
2012,-398
2013,4
2014,180
2015,-313
2016,-229
