year,C1,C2,C3,C12,M1,M2,M8,Co2,Co3
,label C1,label C2,label C3,label C12,label M1,label M2,label M8,label Co2,label Co3
1987,24,3,-171,8,0,-280,48,5,105
1988,18,0,-79,4,0,-249,61,5,122
1989,8,0,-112,8,0,-351,49,10,122
1990,26,0,-159,8,0,-386,48,14,236
1991,12,0,-143,9,0,-412,55,8,53
1992,14,0,-169,9,0,-395,53,4,67
1993,9,0,-109,9,0,-385,65,3,94
1994,15,0,-132,7,0,-405,58,19,50
1995,7,0,-82,7,0,-339,64,6,23
1996,17,0,-113,7,0,-330,58,4,110
1997,4,0,-114,8,2,-309,64,5,86
1998,10,0,-187,7,0,-417,44,0,79
1999,1,0,-184,9,0,-421,65,14,154
2000,19,0,-193,8,0,-503,64,10,17
2001,7,0,-40,7,0,-245,62,7,80
2002,12,0,-137,8,0,-354,45,5,62
2003,13,0,-127,8,0,-391,66,18,36
2004,8,0,-160,6,0,-412,50,13,47
2005,17,0,-186,10,0,-412,64,7,69
2006,17,1,-115,7,0,-341,63,6,40
2007,10,2,-182,8,0,-307,69,10,115
2008,16,0,-132,9,0,-321,46,7,109
2009,4,0,-180,6,0,-368,65,7,88
2010,12,0,-166,7,0,-423,50,9,32
2011,4,1,-169,10,0,-426,51,2,50
2012,19,0,-54,8,0,-332,56,6,115
2013,19,0,-149,6,0,-361,55,10,94
2014,16,0,-156,6,0,-406,52,13,23
2015,7,0,-124,8,0,-334,67,7,97
2016,18,0,-109,6,0,-324,54,19,67
2016
2017,17,1,-215,8,1,-485,49,1,57
2018,8,0,-147,8,2,-379,60,2,96
2019,22,0,-229,9,5,-483,45,0,30
2020,25,0,-244,10,0,-499,38,0,46
2021,24,0,-226,7,14,-514,49,6,173
2022,24,0,-231,9,0,-475,49,0,65
2023,19,0,-191,8,0,-485,54,0,159
2024,25,0,-226,8,7,-511,48,15,69
2025,25,2,-242,10,0,-500,32,4,239
2026,15,1,-238,10,0,-557,52,9,99
2027,26,0,-282,10,6,-578,44,3,179
2028,43,0,-275,6,4,-555,29,0,126
2029,29,0,-183,8,0,-455,48,8,128
2030,10,0,-199,6,0,-477,49,2,57
2031,41,0,-225,9,5,-393,53,2,131
2032,29,0,-200,10,0,-493,34,12,29
2033,24,0,-202,11,3,-518,51,0,171
2034,12,0,-164,6,11,-437,49,16,71
2035,31,0,-167,9,2,-418,47,1,153
2036,23,0,-200,8,0,-482,53,3,62
2037,36,0,-132,5,0,-378,44,0,106
2038,26,0,-196,10,0,-472,33,1,72
2039,34,0,-193,9,0,-425,43,2,143
2040,29,1,-82,9,0,-376,40,2,26
2041,28,0,-163,9,1,-429,39,4,86
2042,20,0,-148,8,0,-422,54,2,50
2043,11,0,-208,7,1,-481,52,10,93
2044,21,0,-169,8,2,-466,50,14,120
2045,27,0,-173,9,1,-434,35,0,87
2046,35,0,-230,8,0,-425,36,5,47
