year,A1,A2,A3
,label A1,label A2,label A3
1987,41,2076,239
1988,33,2046,208
1989,31,1979,222
1990,36,2100,199
1991,22,2136,209
1992,46,2200,303
1993,23,1977,244
1994,21,2335,236
1995,21,2089,146
1996,19,2113,162
1997,33,2210,240
1998,35,2119,211
1999,24,2086,218
2000,33,2183,268
2001,28,2167,166
2002,29,2008,195
2003,18,2332,116
2004,19,2154,189
2005,54,2267,316
2006,42,2255,253
2007,20,2351,167
2008,50,2034,288
2009,13,2198,122
2010,46,2062,263
2011,39,2221,218
2012,35,1991,267
2013,31,2212,224
2014,21,2146,174
2015,32,2178,208
2016,37,2116,226
2016
2017,55,2015,337
2018,43,1984,286
2019,77,1622,495
2020,60,1616,398
2021,67,1872,529
2022,59,1976,347
2023,55,1804,360
2024,58,1817,421
2025,71,1863,417
2026,71,1927,442
2027,56,1944,400
2028,84,1963,497
2029,47,2092,347
2030,32,1913,290
2031,91,2042,533
2032,65,1880,379
2033,72,2129,461
2034,41,2065,343
2035,89,2078,583
2036,65,2029,391
2037,72,1911,385
2038,67,1772,447
2039,69,1900,392
2040,85,1739,460
2041,72,1867,424
2042,70,1791,390
2043,60,2040,394
2044,63,2119,359
2045,67,1967,402
2046,89,1690,508

min,,1200
max,,2550
steps,,10
decimal



