year,annual-average-temperature
1987,8.0
1988,10.1
1989,10.8
1990,10.7
1991,9.6
1992,10.5
1993,9.3
1994,10.6
1995,9.9
1996,7.8
1997,9.8
1998,9.9
1999,10.5
2000,10.8
2001,9.8
2002,10.1
2003,10.0
2004,9.9
2005,10.1
2006,10.8
2007,11.3
2008,10.8
2009,10.4
2010,8.7
2011,10.8
2012,10.3
2013,9.9
2014,11.6
2015,11.2
2016,11.0
