year,V1,V2,V3,V9
,label V1,label V2,label V3,label V9-LCF
1987,1373,11,-371,10
1988,1605,13,-374,2
1989,1425,10,-424,14
1990,1840,10,-527,0
1991,1352,10,-332,2
1992,1487,11,-444,8
1993,1597,10,-326,3
1994,1476,10,-460,0
1995,1512,11,-522,3
1996,1363,11,-328,1
1997,1446,11,-441,5
1998,1453,10,-495,0
1999,1169,9,-220,11
2000,1388,10,-530,6
2001,1700,11,-516,11
2002,1476,11,-385,3
2003,1317,10,-362,4
2004,1561,10,-447,0
2005,1455,11,-308,3
2006,1516,11,-339,7
2007,1276,11,-321,6
2008,1218,10,-354,4
2009,1474,10,-329,8
2010,1674,11,-460,1
2011,1248,8,-317,1
2012,1400,10,-384,5
2013,1680,12,-422,4
2014,1789,12,-455,1
2015,1469,10,-366,0
2016,1397,10,-370,10
2016
2017,1692,10,-440,3
2018,1822,12,-372,0
2019,1704,12,-378,0
2020,1618,13,-447,5
2021,1856,12,-563,9
2022,1488,11,-303,9
2023,1394,11,-426,5
2024,1555,11,-428,3
2025,1379,9,-299,0
2026,1506,10,-393,1
2027,1900,11,-431,1
2028,1439,11,-275,5
2029,1543,11,-490,2
2030,1759,10,-520,7
2031,1503,13,-349,5
2032,1439,10,-386,3
2033,1437,10,-359,0
2034,1751,12,-291,1
2035,1488,10,-437,6
2036,1779,12,-353,3
2037,1635,11,-305,0
2038,1623,10,-386,1
2039,1300,12,-321,15
2040,1648,12,-399,2
2041,1693,12,-457,5
2042,1690,11,-282,2
2043,1754,12,-330,2
2044,1904,11,-323,4
2045,1595,13,-298,2
2046,1108,11,-215,7
