year,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10
1987,428,613,-370,-371,-16,9.7,3676,35,17.1,85
1988,444,638,-367,-374,-15,9.6,3641,46,18.4,94
1989,424,615,-366,-424,24,9.3,3608,35,17.0,95
1990,387,706,-493,-527,46,10.2,3928,70,19.7,80
1991,502,604,-259,-332,34,8.2,3280,24,15.5,109
1992,457,746,-528,-444,-45,8.7,3387,39,18.3,116
1993,495,620,-304,-326,7,9.9,3739,39,16.4,78
1994,521,734,-472,-460,19,9.8,3768,36,16.5,62
1995,402,724,-569,-522,-5,10.1,3765,37,18.7,56
1996,539,587,-208,-328,88,9.2,3465,14,16.3,80
1997,494,734,-501,-441,-25,9.2,3545,31,17.3,94
1998,411,742,-560,-495,-34,8.8,3477,31,17.3,100
1999,562,570,-184,-220,24,8.2,3164,25,16.3,101
2000,474,785,-614,-530,-32,10.0,3750,42,16.4,72
2001,489,754,-483,-516,25,9.4,3640,50,18.8,97
2002,518,633,-277,-385,63,9.3,3565,44,17.8,83
2003,482,592,-276,-362,74,9.0,3449,25,16.6,83
2004,438,648,-388,-447,-6,9.4,3615,44,17.6,83
2005,490,612,-294,-308,1,9.8,3678,33,17.2,78
2006,459,631,-345,-339,15,9.0,3521,41,17.1,101
2007,465,592,-307,-321,20,9.7,3689,28,16.6,70
2008,424,550,-310,-354,14,9.2,3486,24,16.1,85
2009,500,613,-293,-329,25,9.5,3669,38,17.2,90
2010,428,661,-419,-460,14,10.6,3969,47,18.0,70
2011,500,601,-286,-317,48,9.1,3557,27,16.6,80
2012,455,625,-363,-384,28,9.8,3670,41,18.0,72
2013,454,669,-380,-422,40,10.0,3796,54,19.2,72
2014,437,684,-433,-455,-2,10.2,3913,65,18.3,90
2015,499,638,-305,-366,21,9.5,3608,36,15.9,79
2016,495,618,-291,-370,33,9.4,3505,31,16.8,77
2016
2017,449,663,-395,-440,21,11.2,4103,45,18.1,46
2018,474,660,-393,-372,10,11.3,4199,59,19.0,59
2019,483,622,-322,-378,26,11.3,4128,45,18.4,43
2020,395,631,-398,-447,18,9.9,3739,58,19.0,80
2021,436,805,-626,-563,-52,11.0,4138,70,19.0,80
2022,510,616,-293,-303,9,10.2,3798,46,18.1,82
2023,463,690,-503,-426,-22,10.2,3782,31,17.0,56
2024,510,739,-465,-428,-24,10.3,3818,42,18.3,50
2025,478,600,-303,-299,0,9.5,3591,34,16.9,65
2026,568,731,-424,-393,7,9.8,3758,34,17.0,70
2027,528,762,-474,-431,-1,10.8,4055,68,19.5,67
2028,527,596,-251,-275,21,9.8,3684,29,17.7,70
2029,412,732,-597,-490,-23,10.6,3899,31,17.5,55
2030,501,792,-546,-520,-2,11.3,4167,76,18.8,59
2031,441,613,-350,-349,-5,9.8,3659,36,18.6,77
2032,424,611,-380,-386,17,10.5,3907,35,17.0,37
2033,536,615,-265,-359,56,10.0,3724,31,17.2,70
2034,553,668,-313,-291,11,10.5,3934,49,17.8,62
2035,404,642,-430,-437,12,10.7,3956,33,16.7,53
2036,519,658,-316,-353,47,10.9,4042,61,18.9,54
2037,501,638,-328,-305,-15,10.8,4016,34,17.9,47
2038,400,630,-419,-386,-29,10.3,3827,40,17.7,78
2039,511,601,-288,-321,64,10.6,3861,27,17.6,57
2040,439,636,-381,-399,1,10.4,3897,55,18.1,77
2041,365,651,-474,-457,-40,11.0,4038,46,18.1,66
2042,541,637,-283,-282,-20,10.8,4033,44,18.4,63
2043,503,645,-319,-330,42,10.0,3893,55,17.9,86
2044,565,686,-304,-323,-1,11.2,4161,69,18.1,70
2045,513,621,-299,-298,18,10.4,3878,38,18.4,70
2046,553,539,-172,-215,48,9.5,3536,30,17.1,67
