year,annual-hydric-deficit
1987,-40
1988,-291
1989,-428
1990,-274
1991,-389
1992,-251
1993,-148
1994,-29
1995,-149
1996,-140
1997,-191
1998,-139
1999,-200
2000,-191
2001,-93
2002,57
2003,-352
2004,-181
2005,-181
2006,-337
2007,7
2008,-234
2009,-157
2010,81
2011,-286
2012,-267
2013,-104
2014,-145
2015,-250
2016,-362
