year,F1,F3,M4
,label F1,label F3,label M4-LCF
1987,62,138,1
1988,79,135,0
1989,72,141,0
1990,74,135,0
1991,84,145,0
1992,108,153,1
1993,77,131,0
1994,60,132,0
1995,59,135,1
1996,86,136,0
1997,75,143,0
1998,76,138,1
1999,62,136,0
2000,52,129,0
2001,81,139,1
2002,80,141,1
2003,59,133,1
2004,73,128,0
2005,74,137,0
2006,70,138,0
2007,67,141,0
2008,58,142,0
2009,84,136,0
2010,56,127,0
2011,80,146,1
2012,76,140,1
2013,79,135,1
2014,74,131,0
2015,80,137,0
2016,65,139,0
2016
2017,42,129,1
2018,61,124,1
2019,45,127,1
2020,44,139,1
2021,61,130,0
2022,9,148,0
2023,72,132,0
2024,53,139,0
2025,83,137,0
2026,67,120,0
2027,59,128,0
2028,82,143,0
2029,53,130,0
2030,42,128,0
2031,77,148,2
2032,56,133,0
2033,88,141,0
2034,75,129,0
2035,59,131,0
2036,71,135,0
2037,58,128,0
2038,49,125,0
2039,29,141,0
2040,74,135,0
2041,44,134,1
2042,53,133,1
2043,82,134,0
2044,77,131,1
2045,76,133,0
2046,69,146,0

min,,90,0
max,,190,6
steps,,11,7
decimal
