year,annual-precipitations
1987,576
1988,439
1989,346
1990,477
1991,292
1992,547
1993,555
1994,662
1995,515
1996,472
1997,510
1998,537
1999,439
2000,472
2001,580
2002,727
2003,407
2004,476
2005,494
2006,388
2007,751
2008,503
2009,578
2010,772
2011,476
2012,455
2013,579
2014,552
2015,518
2016,395

min,300
max,2000
steps,10
decimal
