year,hydric-deficit-winter,hydric-deficit-spring,hydric-deficit-summer,hydric-deficit-fall
1987,80,-104,-45,28
1988,89,-224,-187,32
1989,-34,-253,-207,67
1990,-25,-129,-159,38
1991,-52,-146,-188,-3
1992,11,-228,-163,130
1993,-8,-118,-78,57
1994,73,-65,-78,41
1995,63,-102,-125,14
1996,-22,-149,-37,68
1997,32,-185,-115,76
1998,-2,-100,-140,102
1999,38,-111,-162,34
2000,68,-184,-98,22
2001,73,-165,-67,65
2002,15,-38,-81,161
2003,-5,-214,-183,49
2004,33,-114,-130,29
2005,25,-183,-95,71
2006,34,-156,-220,5
2007,54,-80,0,34
2008,32,-183,-102,20
2009,33,-129,-207,145
2010,29,-55,-10,118
2011,-16,-218,-64,13
2012,5,-155,-169,52
2013,54,-77,-185,104
2014,-33,-137,15,10
2015,5,-237,-78,60
2016,7,-184,-236,51
