year,annual-estival-days
1987,19
1988,35
1989,55
1990,43
1991,30
1992,66
1993,39
1994,47
1995,54
1996,29
1997,53
1998,24
1999,46
2000,34
2001,29
2002,38
2003,59
2004,33
2005,47
2006,61
2007,42
2008,39
2009,47
2010,39
2011,51
2012,44
2013,44
2014,41
2015,48
2016,64

min,16
max,130
steps,9
decimal
