year,annual-frozen-days
1987,86
1988,69
1989,62
1990,43
1991,67
1992,53
1993,75
1994,47
1995,74
1996,116
1997,75
1998,64
1999,61
2000,42
2001,76
2002,52
2003,87
2004,73
2005,76
2006,76
2007,34
2008,46
2009,63
2010,99
2011,67
2012,56
2013,80
2014,39
2015,42
2016,63
