year,V1,V2,V3,V9
,label V1,label V2,label V3,label V9
1987,1426,10,-105,4
1988,1170,10,-253,0
1989,1117,10,-102,3
1990,1364,11,-270,11
1991,1369,10,-261,2
1992,1229,11,-167,6
1993,1319,9,-198,1
1994,1117,9,-271,6
1995,1285,11,-151,0
1996,1480,11,-327,0
1997,1250,8,-302,9
1998,1328,9,-141,2
1999,1338,9,-282,0
2000,1418,11,-276,5
2001,1515,10,-249,8
2002,1198,9,-153,6
2003,1546,11,-169,2
2004,1215,11,-117,6
2005,1310,8,-170,4
2006,1423,9,-202,3
2007,1349,11,-171,9
2008,1349,9,-102,5
2009,1636,10,-89,1
2010,1277,9,-174,3
2011,1420,9,-90,2
2012,1111,9,-254,15
2013,1154,7,-23,2
2014,1346,9,-63,5
2015,1191,10,-115,0
2016,1397,9,-140,3
2016
2017,1526,9,-271,4
2018,1628,10,-86,1
2019,1672,12,-349,3
2020,1792,12,-362,0
2021,1086,11,-198,12
2022,1369,10,-165,10
2023,1636,13,-418,0
2024,1900,10,-501,1
2025,1817,11,-425,1
2026,1721,13,-486,1
2027,1661,11,-458,0
2028,1477,11,-330,10
2029,1497,12,-545,17
2030,1628,10,-375,7
2031,1638,11,-259,1
2032,1916,11,-394,1
2033,1616,10,-407,1
2034,1741,11,-430,2
2035,1404,11,-223,2
2036,1754,11,-419,1
2037,1487,9,-345,0
2038,1368,10,-263,4
2039,1569,11,-246,3
2040,1701,11,-355,2
2041,1677,11,-299,1
2042,1426,14,-314,11
2043,1629,9,-418,0
2044,1650,11,-228,4
2045,1508,11,-366,2
2046,1558,12,-338,3

min,1000,5
max,2500,15
steps,7,11
decimal
