year,F1,F3,M4
,label F1,label F3,label M4
1987,59,135,1
1988,71,138,3
1989,62,136,0
1990,81,146,1
1991,73,128,2
1992,54,135,2
1993,69,129,1
1994,66,146,3
1995,94,141,2
1996,41,118,1
1997,89,154,1
1998,66,130,1
1999,54,136,2
2000,64,136,1
2001,71,136,2
2002,47,122,1
2003,78,137,4
2004,32,132,2
2005,53,132,4
2006,46,134,1
2007,69,145,0
2008,65,132,2
2009,72,129,1
2010,68,132,0
2011,70,135,1
2012,66,146,2
2013,89,140,1
2014,74,150,2
2015,74,139,2
2016,90,144,1
2016
2017,48,127,4
2018,41,125,4
2019,59,128,4
2020,65,126,5
2021,63,141,0
2022,56,138,2
2023,53,127,3
2024,55,128,3
2025,70,127,2
2026,71,125,6
2027,38,116,2
2028,29,130,3
2029,34,145,3
2030,50,127,5
2031,50,122,5
2032,41,127,2
2033,75,143,5
2034,48,121,1
2035,58,136,3
2036,67,129,5
2037,50,120,2
2038,52,138,2
2039,45,131,2
2040,31,118,5
2041,40,127,3
2042,37,137,3
2043,54,127,4
2044,61,145,2
2045,76,138,1
2046,62,136,1

min,,80,0
max,,170,8
steps,,10,9
decimal
