year,precipitation-winter,precipitation-spring,precipitation-summer,precipitation-fall
1987,205,354,308,249
1988,436,176,239,290
1989,183,268,184,321
1990,249,283,185,366
1991,157,177,257,265
1992,72,225,193,257
1993,97,247,304,381
1994,325,296,253,248
1995,457,284,334,272
1996,124,174,271,371
1997,144,306,211,388
1998,203,373,336,284
1999,391,373,241,455
2000,140,256,250,280
2001,322,286,247,193
2002,162,108,154,324
2003,142,106,107,177
2004,137,132,212,301
2005,136,160,143,176
2006,241,174,226,272
2007,279,178,277,171
2008,183,216,212,199
2009,165,246,242,219
2010,173,151,242,248
2011,118,157,292,326
2012,141,258,174,349
2013,160,329,214,368
2014,182,90,205,310
2015,215,197,173,162
2016,316,323,112,135
