year,average-temperature-winter,average-temperature-spring,average-temperature-summer,average-temperature-fall
1987,0.2,11.6,17.6,6.3
1988,4.2,13.2,16.6,6.3
1989,4.3,12.7,17.4,6.0
1990,5.3,12.6,17.0,5.9
1991,3.0,10.9,18.8,4.8
1992,3.2,13.3,18.4,5.9
1993,3.3,14.0,16.2,5.1
1994,5.1,12.8,18.5,8.1
1995,4.3,12.2,17.4,6.7
1996,2.4,12.7,15.7,5.1
1997,3.9,12.7,18.0,6.4
1998,4.4,13.2,16.8,4.8
1999,4.0,13.2,18.5,5.6
2000,4.4,14.0,17.1,8.0
2001,5.2,13.0,17.5,6.5
2002,5.5,14.1,17.3,8.1
2003,3.7,15.9,20.8,6.3
2004,3.8,13.3,18.1,6.3
2005,3.0,14.4,18.1,6.7
2006,2.0,14.1,19.6,8.5
2007,6.1,15.9,16.4,5.8
2008,5.1,13.7,16.9,5.9
2009,2.6,14.8,18.5,7.0
2010,2.3,13.3,17.8,5.2
2011,4.9,15.8,17.8,8.2
2012,3.3,12.8,17.3,7.0
2013,1.8,11.3,17.3,6.8
2014,5.6,13.0,17.0,8.0
2015,3.4,13.0,18.0,8.2
2016,4.1,12.2,17.7,5.5
