year,annual-frozen-days
1987,93
1988,65
1989,84
1990,69
1991,92
1992,65
1993,74
1994,41
1995,73
1996,88
1997,86
1998,74
1999,57
2000,41
2001,63
2002,33
2003,64
2004,64
2005,70
2006,74
2007,33
2008,53
2009,60
2010,73
2011,34
2012,53
2013,82
2014,40
2015,75
2016,83
