year,annual-precipitations
1987,1115
1988,1140
1989,955
1990,1083
1991,855
1992,746
1993,1029
1994,1121
1995,1346
1996,940
1997,1048
1998,1197
1999,1459
2000,926
2001,1047
2002,746
2003,532
2004,782
2005,614
2006,912
2007,904
2008,810
2009,872
2010,815
2011,893
2012,922
2013,1070
2014,787
2015,747
2016,886
