year,annual-frozen-days
1987,52
1988,34
1989,36
1990,22
1991,35
1992,23
1993,27
1994,17
1995,31
1996,10
1997,28
1998,21
1999,13
2000,19
2001,39
2002,14
2003,28
2004,26
2005,19
2006,23
2007,19
2008,21
2009,33
2010,74
2011,23
2012,16
2013,35
2014,11
2015,24
2016,29
