year,C1,C2,C3,C12,M1,M2,M8,Co2,Co3
,label C1,label C2,label C3,label C12,label M1,label M2,label M8,label Co2,label Co3
1987,0,1,4,1,0,11,88,6,227
1988,1,2,-2,1,0,-5,85,10,158
1989,0,0,-48,3,0,-56,84,4,239
1990,0,1,-82,5,0,-84,86,10,184
1991,2,1,-109,1,0,-182,87,8,209
1992,1,0,-25,3,0,-86,83,6,102
1993,0,0,-81,1,0,-108,89,8,213
1994,0,0,-6,4,0,-63,88,7,221
1995,0,0,7,1,0,44,87,6,176
1996,0,1,-77,0,0,-70,87,5,244
1997,1,1,-32,0,0,-68,87,10,194
1998,0,0,-14,2,0,-18,79,9,159
1999,0,1,-111,2,0,-236,78,11,211
2000,3,0,-100,1,0,-151,87,10,218
2001,0,0,61,0,0,62,87,3,274
2002,0,0,7,3,0,-14,90,6,212
2003,0,0,-55,0,0,-16,90,10,264
2004,0,1,-61,2,0,-105,85,4,196
2005,0,2,14,3,0,-57,89,6,214
2006,0,0,-8,0,0,40,87,16,222
2007,1,2,-71,1,0,-25,87,4,196
2008,0,0,30,2,0,56,86,5,232
2009,1,0,-40,0,0,-21,87,5,207
2010,0,0,15,2,0,-12,82,7,171
2011,1,0,-84,2,0,-116,82,0,182
2012,2,0,66,0,0,115,81,1,283
2013,0,0,-48,2,0,-43,85,4,253
2014,1,0,22,2,0,19,87,12,209
2015,0,0,-46,0,0,-63,84,4,195
2016,1,0,1,0,0,-36,90,1,125
2016
2017,0,3,-40,4,0,-71,81,7,209
2018,1,0,10,1,0,7,72,1,143
2019,1,0,-51,0,0,-78,78,0,210
2020,0,1,26,0,0,31,83,5,238
2021,2,0,-79,2,0,-124,81,0,205
2022,2,1,-35,4,0,-58,86,5,211
2023,1,0,-81,1,0,-144,83,3,247
2024,1,0,-88,3,0,-181,76,1,188
2025,0,0,-59,4,0,-123,80,2,202
2026,2,1,-69,1,0,-177,78,3,136
2027,0,0,-82,1,0,-107,84,3,148
2028,1,0,-46,1,0,2,84,1,331
2029,9,0,-190,4,0,-240,70,3,259
2030,1,0,-49,0,0,-62,76,4,262
2031,0,0,-36,2,0,-84,77,4,209
2032,0,0,15,3,0,-27,84,0,120
2033,0,0,-86,2,0,-122,84,6,280
2034,1,0,-80,2,0,-151,85,2,163
2035,0,0,16,1,0,12,88,4,163
2036,1,0,-28,0,0,-39,84,1,206
2037,1,0,-46,1,0,-92,79,6,205
2038,0,0,-43,2,0,-59,80,5,203
2039,3,0,22,2,0,-17,83,0,215
2040,1,1,-58,3,0,-64,80,10,177
2041,0,1,-62,2,0,-50,79,1,250
2042,0,0,-20,2,0,-60,82,2,237
2043,1,0,-26,0,0,-23,75,11,265
2044,0,0,-18,0,0,-89,85,5,153
2045,0,1,-26,0,0,-24,84,16,279
2046,1,0,-8,6,0,-102,84,1,205
