year,annual-average-temperature
1987,8.9
1988,9.4
1989,9.6
1990,9.8
1991,9.4
1992,9.4
1993,9.4
1994,9.6
1995,10.2
1996,9.9
1997,10.6
1998,10.4
1999,10.3
2000,9.8
2001,9.6
2002,10.1
2003,10.3
2004,10.1
2005,10.4
2006,10.3
2007,10.6
2008,10.0
2009,9.9
2010,8.9
2011,10.1
2012,9.8
2013,9.9
2014,10.3
2015,9.5
2016,10.0
