year,annual-estival-days
1987,0
1988,0
1989,9
1990,4
1991,3
1992,0
1993,0
1994,0
1995,18
1996,0
1997,1
1998,1
1999,1
2000,2
2001,0
2002,0
2003,6
2004,0
2005,3
2006,4
2007,0
2008,0
2009,3
2010,1
2011,0
2012,2
2013,8
2014,2
2015,0
2016,2
