year,F1,F3,M4
,label F1,label F3,label M4
1987,55,141,0
1988,57,129,0
1989,44,139,2
1990,43,129,1
1991,41,136,1
1992,43,140,1
1993,53,134,0
1994,56,139,1
1995,36,141,2
1996,49,135,0
1997,33,135,0
1998,42,137,1
1999,43,133,2
2000,38,144,0
2001,49,139,0
2002,45,124,1
2003,42,136,0
2004,44,139,0
2005,60,143,1
2006,45,140,1
2007,44,133,0
2008,51,139,0
2009,41,132,0
2010,38,129,0
2011,45,130,2
2012,43,133,0
2013,32,136,1
2014,40,133,0
2015,41,137,0
2016,41,133,0
2016
2017,33,129,1
2018,50,134,0
2019,33,126,0
2020,29,131,0
2021,31,127,0
2022,39,141,1
2023,41,133,0
2024,30,128,1
2025,29,129,1
2026,29,134,0
2027,43,134,0
2028,46,128,1
2029,32,130,1
2030,33,130,0
2031,44,129,1
2032,32,136,1
2033,37,130,1
2034,24,131,1
2035,33,125,0
2036,31,131,0
2037,47,130,0
2038,39,135,0
2039,29,133,1
2040,32,126,0
2041,31,131,1
2042,44,126,1
2043,42,134,0
2044,35,128,0
2045,29,131,0
2046,36,125,1
