year,annual-hydric-deficit
1987,487
1988,812
1989,674
1990,798
1991,600
1992,736
1993,678
1994,875
1995,514
1996,557
1997,490
1998,811
1999,879
2000,735
2001,430
2002,626
2003,262
2004,687
2005,574
2006,639
2007,562
2008,783
2009,747
2010,491
2011,851
2012,655
2013,614
2014,754
2015,1053
2016,529
