year,F1,F3,M4
,label F1,label F3,label M4
1987,54,111,5
1988,57,122,5
1989,55,112,1
1990,56,122,5
1991,72,123,2
1992,77,127,4
1993,32,120,7
1994,63,119,6
1995,40,120,4
1996,49,116,6
1997,65,129,4
1998,48,121,6
1999,67,125,3
2000,56,125,4
2001,33,119,4
2002,49,123,5
2003,61,119,4
2004,49,114,4
2005,57,123,4
2006,35,114,5
2007,36,111,4
2008,87,135,3
2009,55,116,4
2010,88,128,2
2011,49,120,6
2012,66,127,5
2013,55,131,5
2014,65,125,3
2015,35,122,4
2016,63,118,5
2016
2017,70,114,4
2018,21,126,6
2019,40,117,6
2020,26,109,8
2021,45,116,5
2022,45,115,5
2023,47,113,5
2024,84,135,6
2025,64,130,5
2026,59,123,5
2027,41,113,4
2028,51,123,6
2029,75,126,4
2030,60,119,6
2031,40,111,8
2032,60,119,5
2033,44,109,4
2034,51,115,3
2035,71,123,6
2036,43,120,4
2037,42,118,3
2038,47,116,7
2039,54,119,5
2040,30,103,5
2041,37,119,7
2042,64,125,5
2043,32,116,5
2044,32,129,4
2045,48,119,5
2046,76,120,5
